Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
31 23 23.24,"Compaction, Structural",100,10 tons,B-10F,8.0,1.5,"""",,83.0,42.5,125.5,171.0
31 23 23.24,"Compaction, Structural",300,"Sheepsfoot or wobbly wheel roller, 8"" lift, common fill",B-10G,1300.0,0.009,E.C.Y.,,0.51,0.56,1.07,1.38
31 23 23.24,"Compaction, Structural",400,Select fill,11,1500.0,0.008,,,0.44,0.49,0.93,1.2
31 23 23.24,"Compaction, Structural",600,"Vibratory plate, 8"" lift, common fill",A-1D,200.0,0.04,,,1.82,0.56,2.38,3.34
31 23 23.24,"Compaction, Structural",700,Select fill,"""",216.037,,,,1.69,0.52,2.21,3.08
31 25 14.16,Rolled Erosion Control Mats and Blankets,10,ROLLED EROSION CONTROL MATS AND BLANKETS,,,,,,,,,
31 25 14.16,Rolled Erosion Control Mats and Blankets,20,"Jute mesh, 100 S.Y. per roll, 4' wide, stapled",5G5555 B 80A,2400.0,0.01,S.Y.,0.99,0.46,0.16,1.61,1.94
31 25 14.16,Rolled Erosion Control Mats and Blankets,70,Paper biodegradable mesh,G B-1,2500.0,0.01,,0.2,0.44,,0.64,.88
31 25 14.16,Rolled Erosion Control Mats and Blankets,80,Paper mulch,G B-64,20000.0,0.001,,0.11,0.04,0.03,0.18,.21
31 25 14.16,Rolled Erosion Control Mats and Blankets,100,"Plastic netting, stapled, 2"" x 1"" mesh, 20 mil",G B-1,2500.0,0.01,,1.76,0.44,,2.2,2.60
31 25 14.16,Rolled Erosion Control Mats and Blankets,200,"Polypropylene mesh, stapled, 6.5 oz./S.Y.",G,2500.0,0.01,,1.76,0.44,,2.2,2.60
31 25 14.16,Rolled Erosion Control Mats and Blankets,300,"Tobacco netting, or jute mesh #2, stapled",G,2500.0,0.01,,0.25,0.44,,0.69,.94
31 25 14.16,Rolled Erosion Control Mats and Blankets,600,"Straw in polymeric netting, biodegradable log",A-2,1000.0,0.024,L.F.,2.25,1.13,0.34,3.72,4.54
31 25 14.16,Rolled Erosion Control Mats and Blankets,705,"Sediment Log, FilterSock, 9""",A-2,1000.0,0.024,LF.,2.26,1.13,0.34,3.73,4.55
31 25 14.16,Rolled Erosion Control Mats and Blankets,710,"Sediment Log, FilterSock, 12""","""",1000.0,0.024,,3.04,1.13,0.34,4.51,5.40
31 25 14.16,Rolled Erosion Control Mats and Blankets,1000,"Silt fence, install and remove",G B-62,650.0,0.037,,0.53,1.82,0.4,2.75,3.74
31 25 14.16,Rolled Erosion Control Mats and Blankets,1250,"Straw bale, install and remove",,450.0,0.053,,1.89,2.63,0.58,5.1,6.65
31 25 14.16,Rolled Erosion Control Mats and Blankets,1275,"Straw bale, synthetic, install and remove",,450.0,0.053,,3.83,2.63,0.58,7.04,35 8.80
31 25 14.16,Rolled Erosion Control Mats and Blankets,1625,"Erosion control, Silt Sac, for Catch Basin, Single 2ft x 2ft",,24.0,1.0,,45.0,49.5,10.95,105.45,135
31 25 14.16,Rolled Erosion Control Mats and Blankets,2000,"Snow fence, install and remove",,650.0,0.037,,0.57,1.82,0.4,2.79,3.79
31 31 16.13,Chemical Termite Control,10,CHEMICAL TERMITE CONTROL,,,,,,,,,
31 31 16.13,Chemical Termite Control,20,"Slab and walls, residential",1 Skwk,1200.0,0.007,SF Flr.,0.35,0.39,,0.74,0.98
31 31 16.13,Chemical Termite Control,100,"Commercial, minimum",,2496.0,0.003,,0.4,0.19,,0.59,0.72
31 31 16.13,Chemical Termite Control,200,Maximum,,1645.0,0.005,,0.6,0.29,,0.89,1.09
31 31 16.13,Chemical Termite Control,400,"Insecticides for termite control, minimum",,14.0,0.571,Gal.,2.45,133.5,,35.95,53.0
31 31 16.13,Chemical Termite Control,500,Maximum,✓11,,0.727,"""",4.91,43.0,,47.91,70.0
31 32 13.30,31 32 13 - Soil Mixing Stabilization,10,CALCIUM CHLORIDE,,,,,,,,,
31 32 13.30,31 32 13 - Soil Mixing Stabilization,20,"Calcium chloride, delivered, 100 lb. bags, truckload lots",,,,Ton,660.0,,,660.0,725.0
31 32 13.30,31 32 13 - Soil Mixing Stabilization,30,"Solution, 4 lb.flake per gallon, tank truck delivery",,,,Gal.,1.58,,,1.58,1.74
31 33 13.10,Rock Bolting,10,ROCK BOLTING,,,,,,,,,
31 33 13.10,Rock Bolting,2020,"Hollow core, prestressable anchor, 1"" diameter, 5' long",2 Skwk,32222222.0,0.5,Ea.,182,29.5,,211.50,244
31 33 13.10,Rock Bolting,2025,10' long,,24.0,0.667,,305,39.5,,344.50,395
31 33 13.10,Rock Bolting,2060,"2"" diameter, 5' long",,32.0,0.5,,675,29.5,,704.50,785
31 33 13.10,Rock Bolting,2065,10' long,,24.0,0.667,,"1,200",39.5,,"1,239.50","1,375"
31 33 13.10,Rock Bolting,2100,"Super high tensile, 3/4"" diameter, 5' long",,32.0,0.5,,48.50,29.5,,78,97
31 33 13.10,Rock Bolting,2105,10' long,,24.0,0.667,,121,39.5,,160.50,193
31 33 13.10,Rock Bolting,2160,"2"" diameter, 5' long",,32.0,0.5,,375,29.5,,404.50,460
31 33 13.10,Rock Bolting,2165,10' long,,24.0,0.667,,675,39.5,,714.50,805
31 33 13.10,Rock Bolting,4400,"Drillhole for rock bolt, 1-3/4"" diam., 5' long (for 3/4"" bolt)",B 56,17.0,0.941,,,48.5,93.5,142,175
31 33 13.10,Rock Bolting,4405,10' long,,9.0,1.778,,,91.0,177.0,268,330
31 33 13.10,Rock Bolting,4420,"2"" diameter, 5' long (for 1"" bolt)",,13.0,1.231,,,63.0,123.0,186,229
31 33 13.10,Rock Bolting,4425,10' long,,7.0,2.286,,,117.0,228.0,345,425
31 33 13.10,Rock Bolting,4460,"3-1/2"" diameter, 5' long (for 2"" bolt)",10.,1.6,,,,82.0,159.0,241,297
31 33 13.10,Rock Bolting,4465,10' long,B-56,5.0,3.2,Eo.,,164.0,320.0,484,595
31 36 13.10,Gabion Box Systems,10,GABION BOX SYSTEMS,,,,,,,,,
31 36 13.10,Gabion Box Systems,400,"Gabions, galvanized steel mesh mats or boxes, stone filled, 6"" deep",B-13,200.0,.280,S.Y.,17.95,13.9,10.45,42.3,52.0
31 36 13.10,Gabion Box Systems,500,"9"" deep",,163.0,.344,,32.5,17.05,12.85,62.4,75.5
31 36 13.10,Gabion Box Systems,600,"12"" deep",,153.0,.366,,36.0,18.15,13.7,67.85,81.5
31 36 13.10,Gabion Box Systems,700,"18"" deep",,102.0,: .549,,75.5,27.5,20.5,123.5,146.0
31 36 13.10,Gabion Box Systems,800,"36"" deep",,60.0,.933,,84.5,46.5,35.0,166.0,201.0
31 37 13.10,Riprap and Rock Lining,10,RIPRAP AND ROCK LINING,,,,,,,,,
31 37 13.10,Riprap and Rock Lining,11,"Random, broken stone",,,,,,,,,
31 37 13.10,Riprap and Rock Lining,100,Machine placed for slope protection,B-12G,62.0,0.258,LC.Y.,37.0,14.05,13.95,65.0,77.0
31 37 13.10,Riprap and Rock Lining,110,"3/8 to 1/4 C.Y. pieces, grouted",B-13,80.0,0.7,S.Y.,73.5,34.5,26.0,134.0,162.0
31 37 13.10,Riprap and Rock Lining,200,"18"" minimum thickness, not grouted",1,53.0,1.057,"""",23.0,52.5,39.5,115.0,147.0
31 37 13.10,Riprap and Rock Lining,300,"Dumped, 50 lb. average",B-11A,800.0,1.02,Ton,28.5,1.06,1.69,31.25,35.0
31 37 13.10,Riprap and Rock Lining,350,100 lb. average,[,700.0,0.023,,28.5,1.21,1.93,31.64,35.5
31 37 13.10,Riprap and Rock Lining,370,300 lb. average,,600.0,0.027,,28.5,1.41,2.25,32.16,36.0
31 41 13.10,Building Shoring,10,BUILDING SHORING,,,,,,,,,
31 41 13.10,Building Shoring,20,"Shoring, existing building, with timber, no salvage allowance",B 51,2.2,21.818,M.B.F.,"1,375","1,025",154.0,"2,554","3,200"
31 41 13.10,Building Shoring,1000,"On cribbing with 35 ton screw jacks, per box and jack","""",3.6,13.333,Eq.,64.50,625,94.5,784,"1,100"
31 41 13.10,Building Shoring,1100,"Masonry openings in walls, see Section 02 41 19.16",,,,,,,,,
31 41 16.10,Sheet Piling Systems,10,SHEET PILING SYSTEMS,,,,,,,,,
31 41 16.10,Sheet Piling Systems,20,"Sheet piling, 50,000 psi steel, not inc. wales, 22 psf, left in place",B 40,10.81,5.920,Ton,"1,825",350,335.0,"2,510","2,900"
31 41 16.10,Sheet Piling Systems,100,"Drive, extract & salvage",,6.0,10.667,,510,630,605.0,"1,745","2,200"
31 41 16.10,Sheet Piling Systems,300,"20' deep excavation, 27 psf, left inplace",,12.95,4.942,,"1,825",293,280.0,"2,398","2,750"
31 41 16.10,Sheet Piling Systems,400,"Drive, extract & salvage",,6.55,9.771,,510,580,555.0,"1,645","2,050"
31 41 16.10,Sheet Piling Systems,600,"25' deep excavation, 38 psf, left inplace",,19.0,3.368,,"1,825",200,191.0,"2,216","2,525"
31 41 16.10,Sheet Piling Systems,700,"Drive, extract & salvage",,10.5,6.095,,510,360,345.0,"1,215","1,500"
31 41 16.10,Sheet Piling Systems,900,"40' deep excavation, 38 psf, left inplace",,21.2,3.019,,"1,825",179,171.0,"2,175","2,450"
31 41 16.10,Sheet Piling Systems,1000,"Drive, extract & salvage",,12.25,5.224,,510,310,296.0,"1,116","1,350"
31 41 16.10,Sheet Piling Systems,1200,"15' deep excavation, 22 psf, left inplace",,983.0,.065,S.F.,21,3.86,3.69,28.55,33.50
31 41 16.10,Sheet Piling Systems,1300,"Drive, extract & salvage",B 40,545.0,.117,S.F.,5.70,6.95,-6.65,19.30,24
31 41 16.10,Sheet Piling Systems,1500,"20' deep excavation, 27 psf, left inplace",,960.0,.067,,26.50,3.95,3.78,34.23,39.50
31 41 16.10,Sheet Piling Systems,1600,"Drive, extract & salvage",,485.132,,,7.40,7.80,7.5,22.70,28.50
31 41 16.10,Sheet Piling Systems,1800,"25' deep excavation, 38 psf, leftin place",,1000.0,.064,,39,3.79,3.63,46.42,53
31 41 16.10,Sheet Piling Systems,1900,"Drive, extract & salvage",,553.116,+,,,10.15,6.85,6.55,23.55
31 41 16.10,Sheet Piling Systems,2100,"Rent steel sheet piling and wales, first month",,,,gon,320,,,320,350
31 41 16.10,Sheet Piling Systems,2200,Per added month,,,,,32,,,32,35
31 41 16.10,Sheet Piling Systems,2300,"Rental piling left in place, add to rental",,,,,"1,175",,,"1,175","1,300"
31 41 16.10,Sheet Piling Systems,2500,"Wales, connections & struts, 2/3 salvage",,,,,510,,,510,560
31 41 16.10,Sheet Piling Systems,2700,"High strength piling, 60,000 psi, add",,,,,182,,,182,201
31 41 16.10,Sheet Piling Systems,2800,"65,000 psi, add",,,,,273,,,273,300
31 41 16.10,Sheet Piling Systems,3000,"Tie rod, not upset, 1-1/2"" to 4"" diameter with turnbuckle",,,,,"2,275",,,"2,275","2,500"
31 41 16.10,Sheet Piling Systems,3100,No turnbuckle,,,,,"1,625",,,"1,625","1,775"
31 41 16.10,Sheet Piling Systems,3300,"Upset, 1-3/4"" to 4"" diameter with turnbuckle",,,,,"2,400",,,"2,400","2,650"
31 41 16.10,Sheet Piling Systems,3400,No turnbuckle,,,,,"2,025",,,"2,025","2,250"
31 41 16.10,Sheet Piling Systems,3600,"Lightweight, 18"" to 28"" wide, 7 ga, 9.22 psf, and",,,,,,,,,
31 41 16.10,Sheet Piling Systems,3610,"9 ga., 8.6 psf, minimum",,,.180,,,,.68,,.76
31 41 16.10,Sheet Piling Systems,3700,Average,,,.88,,,,,.88,.97
31 41 16.10,Sheet Piling Systems,3750,Maximum,,,.97,,,,,.97,1.07
31 41 16.10,Sheet Piling Systems,3900,"Wood, solid sheeting, incl. wales, braces and spacers",,,,,,,,,
31 41 16.10,Sheet Piling Systems,3910,"drive, extract & salvage, 8' deep excavation",B -31,330.0,.121,S.F.,2.95,5.85,0.8,9.60,12.85
31 41 16.10,Sheet Piling Systems,4000,"10' deep, 50 S.F./hr. in & 150 S.F./hr. out",,300.0,.133,,3.03,6.40,0.88,10.31,13.85
31 41 16.10,Sheet Piling Systems,4100,"12' deep, 45 S.F./hr. in & 135 S.F./hr. out",,270.0,.148,,3.12,7.15,0.98,11.25,15.10
31 41 16.10,Sheet Piling Systems,4200,"14' deep, 42 S.F./hr. in & 126 S.F./hr. out",,250.0,.160,,3.22,7.70,1.06,11.98,16.15
31 41 16.10,Sheet Piling Systems,4300,"16' deep, 40 S.F./hr. in & 120 S.F./hr. out",,240.0,.167,,3.32,8,1.1,12.42,16.80
31 41 16.10,Sheet Piling Systems,4400,"18' deep, 38 S.F./hr. in & 114 S.F./hr. out",,230.0,.174,,3.43,8.35,1.15,12.93,17.50
31 41 16.10,Sheet Piling Systems,4500,"20' deep, 35 S.F./hr. in & 105 S.F./hr. out",,210.0,.190,,3.54,9.15,1.26,13.95,18.90
31 41 16.10,Sheet Piling Systems,4520,"Left in place, 8' deep, 55 S.F./hr.",,440.0,1.091,,5.30,4.38,0.6,10.28,13
31 41 16.10,Sheet Piling Systems,4540,"10' deep, 50 S.F./hr.",,400.1,,,5.60,4.81,0.66,11.07,14.05
31 41 16.10,Sheet Piling Systems,4560,"12' deep, 45 S.F./hr.",,360.0,.111,,5.90,5.35,0.73,11.98,15.25
31 41 16.10,Sheet Piling Systems,4565,"14' deep, 42 S.F./hr.",,335.0,.119,,6.25,5.75,0.79,12.79,16.25
31 41 16.10,Sheet Piling Systems,4570,"16' deep, 40 S.F./hr.",,320.0,.125,,6.65,6,0.83,13.48,17.15
31 41 16.10,Sheet Piling Systems,4580,"18' deep, 38 S.F./hr.",,305.0,.131,,7.10,6.30,0.87,14.27,18.15
31 41 16.10,Sheet Piling Systems,4590,"20' deep, 35 S.F./hr.",,280.0,.143,,7.60,6.90,0.94,15.44,19.65
31 41 16.10,Sheet Piling Systems,4700,"Alternate pricing, left in place, 8' deep",,1.76,22.727,M.B.F.,"1,200","1,100",150.0,"2,450","3,100"
31 41 16.10,Sheet Piling Systems,4800,"Drive, extract and salvage, 8' deep",B -31,1.32,30.303,M.B.F.,"1,050","1,450",200.0,"2,700","3,575"
31 43 13.13,Concrete Pressure Grouting,20,"Grouting, pressure, cement & sand, 1:1 mix, minimum",B 61,124.0,0.323,Bag,24.0,15.55,2.59,42.14,52.5
31 43 13.13,Concrete Pressure Grouting,100,Maximum,,51.0,0.784,"""",24.0,38,6.3,68.30,90
31 43 13.13,Concrete Pressure Grouting,200,"Cement and sand, 1 1 mix, minimum",,250.0,0.16,C.F.,48.0,7.70,1.29,56.99,66
31 43 13.13,Concrete Pressure Grouting,300,Maximum,,100.0,0.4,,72.5,19.30,3.22,95.02,112
31 43 13.13,Concrete Pressure Grouting,4001,"Epoxy cement grout, minimum",,137.0,292.0,,935.0,14.10,2.35,951.45,"1,050"
31 43 13.13,Concrete Pressure Grouting,500,Maximum,,57.702,,>,935.0,341,5.65,974.65,"1,075"
31 43 13.13,Concrete Pressure Grouting,700,Alternate pricing method: (Add for materials),,,,,,,,,
31 43 13.13,Concrete Pressure Grouting,710,person crew and equipment,B-61,1.0,40.0,Day,,"1,925",320.0,"2,245","3,225"
31 45 13.10,Vibroflotation Densification,10,VIBROFLOTATION DENSIFICATION R314513-90,,,,,,,,,
31 45 13.10,Vibroflotation Densification,900,"Vibroflotation compacted sand cylinder, minimum",B-60,750,0.075,V.LF.,,3.95,3.27,7.22,9.5
31 45 13.10,Vibroflotation Densification,950,Maximum,,325,0.172,,,9.10,7.55,16.65,22
31 45 13.10,Vibroflotation Densification,1100,"Vibro replacement compacted stone cylinder, minimum",,500,0.112,,,5.90,4.91,10.81,14.2
31 45 13.10,Vibroflotation Densification,1150,Maximum,,250,0.224,,,11.85,9.80,21.65,28.5
31 45 13.10,Vibroflotation Densification,1300,"Mobilization and demobilization, minimum",,.47,119.0,Total,,"6,300","5,225","11,525","15,100"
31 45 13.10,Vibroflotation Densification,1400,Maximum,,.14 - 400,,,,"21,200","17,500","38,700","51,000"
31 46 13.10,Needle Beams,10,NEEDLE BEAMS,,,,,,,,,
31 46 13.10,Needle Beams,11,Incl. wood shoring 10' x 10' opening,,,,,,,,,
31 46 13.10,Needle Beams,400,"Block, concrete, 8"" thick",B-9,7.1,5.634,Ea.,67.0,259.0,47.0,373.0,51.0
31 46 13.10,Needle Beams,420,"12"" thick",,6.7,5.97,,84.0,275.0,49.5,408.5,55.0
31 46 13.10,Needle Beams,800,"Brick, 4"" thick with 8"" backup block",,5.7,7.018,,84.0,325.0,58.5,467.5,63.0
31 46 13.10,Needle Beams,1000,"Brick, solid, 8"" thick",,6.2,6.452,,67.0,297.0,53.5,417.5,57.0
31 46 13.10,Needle Beams,1040,"12"" thick",,4.9,8.163,,84.0,375.0,68.0,527.0,72.0
31 46 13.10,Needle Beams,1080,"16"" thick",,4.5,8.889,,117.0,410.0,74.0,601.0,82.0
31 46 13.10,Needle Beams,2000,Add for additional floors of shoring,B 1,6.0,4.0,,67.0,185.0,,252.0,35.0
31 48 13.10,2022 Bare Costs,31,48 13 - Underpinning Piers,,,,,,,,,
31 48 13.10,2022 Bare Costs,31,48 13.10 Underpinning Foundations,,,,,,,,,
31 48 13.10,2022 Bare Costs,10,UNDERPINNING FOUNDATIONS,,,,,,,,,
31 48 13.10,2022 Bare Costs,11,"Including excavation,",,,,,,,,,
31 48 13.10,2022 Bare Costs,20,"forming, reinforcing, concrete and equipment",,,,,,,,,
31 48 13.10,2022 Bare Costs,100,"5' to 16' below grade, 100 to 500 C.Y.",B-52,2.3,24.348,C.Y.,345,"1,275",257.0,"1,877","2,525"
31 48 13.10,2022 Bare Costs,2001,Over 500 C.Y.,,2.5,22.4,1,315,"1,175",236.0,"1,726","2,325"
31 48 13.10,2022 Bare Costs,400,"16' to 25' below grade, 100 to 500 C.Y.",,,28.0,,380,"1,450",295.0,"2,125","2,925"
31 48 13.10,2022 Bare Costs,500,Over 500 C.Y.,,2.1,26.667,,360,"1,400",281.0,"2,041","2,775"
31 48 13.10,2022 Bare Costs,700,"26' to 40' below grade, 100 to 500 C.Y.",,1.6,35.0,,415,"1,825",370.0,"2,610","3,575"
31 48 13.10,2022 Bare Costs,800,Over 500 C.Y.,,1.8,31.111,,380,"1,625",330.0,"2,335","3,175"
31 48 13.10,2022 Bare Costs,900,"For under 50 C.Y., add",,,,,,10%,40%,,
31 48 13.10,2022 Bare Costs,1000,"For 50 C.Y. to 100 C.Y., add",,,,,,5%,20%,,
31 52 16.10,Cofferdams,10,COFFERDAMS,,,,,,,,,
31 52 16.10,Cofferdams,11,Incl. mobilization and temporary sheeting,,,,,,,,,
31 52 16.10,Cofferdams,80,"Soldier beams & lagging H-piles with 3"" wood sheeting",,,,,,,,,
31 52 16.10,Cofferdams,90,"horizontal between piles, including removal of wales & braces",,,,,,,,,
31 52 16.10,Cofferdams,1001,"No hydrostatic head, 15' deep, 1 line of braces, minimum",B-50,545.0,0.206,S.F.,13.75,11.55,4.96,30.26,38
31 52 16.10,Cofferdams,200,Maximum,,1495.0,0.226,,15.25,12.70,5.45,33.40,42
31 52 16.10,Cofferdams,400,"15' to 22' deep with 2 lines of braces, 10"" H, minimum",,360.0,0.311,,16.15,17.50,7.5,41.15,52.50
31 52 16.10,Cofferdams,500,Maximum,,330.0,0.339,,18.30,19.10,8.2,45.60,58
31 52 16.10,Cofferdams,700,"23' to 35' deep with 3 lines of braces, 12"" H, minimum",,325.0,0.345,,21,19.40,8.3,48.70,62
31 52 16.10,Cofferdams,800,Maximum,,295.0,0.38,,23,21.50,9.15,53.65,67.50
31 52 16.10,Cofferdams,1000,"36' to 45' deep with 4 lines of braces, 14"" H, minimum",,290.0,0.386,,23.50,21.50,9.35,54.35,69.50
31 52 16.10,Cofferdams,1100,Maximum,,265.0,0.423,,25,24,10.2,59.20,75
31 52 16.10,Cofferdams,1300,"No hydrostatic head, left in place, 15' deep, 1 line of braces, min.",,635.176,,,18.30,9.90,4.26,32.46,40
31 52 16.10,Cofferdams,1400,Maximum,,575.195,,,19.65,10.95,4.7,35.30,43.50
31 52 16.10,Cofferdams,1600,"15' to 22' deep with 2 lines of braces, minimum",,455.0,0.246,,27.50,13.85,5.95,47.30,57.50
31 52 16.10,Cofferdams,1700,Maximum,,415.0,0.27,,30.50,15.20,6.5,52.20,63.50
31 52 16.10,Cofferdams,1900,"23' to 35' deep with 3 lines of braces, minimum",,420.0,0.267,,32.50,15,6.45,53.95,66
31 52 16.10,Cofferdams,2000,Maximum,,380.0,0.295,,36,16.55,7.1,59.65,73.50
31 52 16.10,Cofferdams,2200,"36' to 45' deep with 4 lines of braces, minimum",,385.0,0.291,,39.50,16.35,7.05,62.90,76
31 52 16.10,Cofferdams,2300,Maximum,,350.0,0.32,,46,18,7.75,71.75,86.50
31 52 16.10,Cofferdams,2350,"Lagging only, 3"" thick wood between piles 8' OC, minimum",B-46,400.0,120.0,,3.05,6.251,0.13,9.43,13.05
31 52 16.10,Cofferdams,2370,Maximum,,250.0,0.192,,4.58,10.05,0.223,14.83,20.50
31 52 16.10,Cofferdams,2400,"Open sheeting no bracing, for trenches to 10' deep, min.",,1736.0,0.028,,1.37,1.44,0.03,2.84,3.74
31 52 16.10,Cofferdams,2450,Maximum,,1510.0,0.032,,1.53,1.66,0.03,3.22,4.25
31 52 16.10,Cofferdams,2500,"Tie-back method, add to open sheeting, add, minimum",,,,S.F.,,,,20%,20%
31 52 16.10,Cofferdams,2550,Maximum,,,,"""",,,,60%,60%
31 52 16.10,Cofferdams,2700,"Tie-backs only, based on tie-backs total length, minimum",B-46,86.8,553.0,LF.,19.65,29,838.0,49.23,66
31 52 16.10,Cofferdams,2750,Maximum,,38.5,1.247,,34.50,65,1.31,100.81,138
31 52 16.10,Cofferdams,3500,"Tie-backs only, typical average, 25' long",,2.0,24.0,Ea.,865,"1,250",25.0,"2,140","2,875"
31 52 16.10,Cofferdams,3600,35' long,,1.58,30.38,"""","1,150","1,575",32.0,"2,757","3,725"
31 52 16.10,Cofferdams,6000,See also Section 31 41 16.10,,,,,,,,,
56 23.20,0010 SLURRY TRENCH,11,Excavated slurry trench in wet soils,,,,,,,,,
56 23.20,0010 SLURRY TRENCH,20,"backfilled with 3,000 psi concrete, no reinforcing steel",,,,,,,,,
56 23.20,0010 SLURRY TRENCH,50,Minimum,C-7,333.0,0.216,C.F,11.8,10.65,7.1,29.55,36.0
56 23.20,0010 SLURRY TRENCH,100,Maximum,,200.0,0.36,"""",19.8,17.75,11.85,49.4,61.0
56 23.20,0010 SLURRY TRENCH,200,"Alternate pricing method, minimum",,150.0,0.48,S.F.,23.5,23.5,15.8,62.8,78.0
56 23.20,0010 SLURRY TRENCH,300,Maximum,,120.0,0.6,,35.5,29.5,19.75,84.75,105.0
56 23.20,0010 SLURRY TRENCH,500,"Reinforced slurry trench, minimum",B-48,177.0,0.316,,17.7,16.2,6.9,40.8,51.0
56 23.20,0010 SLURRY TRENCH,600,Maximum,,69.0,0.812,,59.0,41.5,17.75,118.25,147.0
56 23.20,0010 SLURRY TRENCH,800,"Haul for disposal, 2 mile haul, excavated material, add",B-34B,99.0,0.081,C.Y.,,4.29,7.75,12.04,14.0
56 23.20,0010 SLURRY TRENCH,900,"Haul bentonite castings for disposal, add",,40.0,0.2,"""",,10.6,19.2,29.8,37.0
31 62 13.23,Prestressed Concrete Piles,10,"PRESTRESSED CONCRETE PILES, 200 piles",,,,,,,,,
31 62 13.23,Prestressed Concrete Piles,20,"Unless specified otherwise, not incl. pile caps or mobilization",,,,,,,,,
31 62 13.23,Prestressed Concrete Piles,2200,"Precast, prestressed, 50' long, cylinder, 12"" diam., 2-3/8"" wall",B-19,720.0,0.089,V.L.F,35.0,5.25,2.92,43.17,50.0
31 62 13.23,Prestressed Concrete Piles,2300,"14"" diameter, 2-1/2"" wall",,680.0,0.094,,36.5,5.55,3.09,45.14,52.5
31 62 13.23,Prestressed Concrete Piles,2500,"16"" diameter, 3"" wall",,640.1,,,49.5,5.9,3.29,58.69,67.0
31 62 13.23,Prestressed Concrete Piles,2600,"18"" diameter, 3-1/2"" wall",B-19A,600.0,107.0,,62.5,6.3,5.0,73.8,83.5
31 62 13.23,Prestressed Concrete Piles,2800,"20"" diameter, 4"" wall",,560.0,0.114,,54.5,6.75,5.35,66.6,76.0
31 62 13.23,Prestressed Concrete Piles,2900,"24"" diameter, 5"" wall",,520.0,123.0,,77.5,7.3,5.8,90.6,103.0
31 62 13.23,Prestressed Concrete Piles,3100,"Precast, prestressed, 40' long, 10"" thick, square",B-19,700.0,0.091,,13.95,5.4,3.0,22.35,27.0
31 62 13.23,Prestressed Concrete Piles,3200,"12"" thick, square",,680.0,0.094,,22223544.0,5.55,3.09,33.64,39.5
31 62 13.23,Prestressed Concrete Piles,3400,"14"" thick, square",,600.0,0.107,,28.0,6.3,3.51,37.81,44.5
31 62 13.23,Prestressed Concrete Piles,3500,Octagonal,,640.0,0.1,,27.5,5.9,3.29,36.69,43.0
31 62 13.23,Prestressed Concrete Piles,3700,"16"" thick, square",,560.0,0.114,,29.5,6.75,3.76,40.01,47.0
31 62 13.23,Prestressed Concrete Piles,3800,Octagonal,,600.0,0.107,,33.0,6.3,3.51,42.81,50.0
31 62 13.23,Prestressed Concrete Piles,4000,"18"" thick, square",B-19A,520.0,123.0,V.L.F,51.0,7.3,5.8,64.1,73.5
31 62 13.23,Prestressed Concrete Piles,4100,Octagonal,B-19,560.0,114.0,,,6.75,3.76,54.51,63.0
31 62 13.23,Prestressed Concrete Piles,4300,"20"" thick, square",B-19A,480.0,0.133,,47.0,7.9,6.25,61.15,70.5
31 62 13.23,Prestressed Concrete Piles,4400,Octagonal,B-19,520.0,0.123,,49.5,7.3,4.04,60.84,70.0
31 62 13.23,Prestressed Concrete Piles,4600,"24"" thick, square",B-19A,440.0,0.145,,67.5,8.6,6.85,82.95,94.5
31 62 13.23,Prestressed Concrete Piles,4700,Octagonal,B-19,480.0,0.133,,58.5,7.9,4.38,70.78,81.0
31 62 13.23,Prestressed Concrete Piles,4730,"Precast, prestressed, 60' long, 10"" thick, square",,700.0,0.091,,14.65,5.4,3.0,23.05,27.5
31 62 13.23,Prestressed Concrete Piles,4740,"12"" thick, square (60' long)",,680.0,0.094,,26.0,5.55,3.09,34.64,40.5
31 62 13.23,Prestressed Concrete Piles,4750,"Mobilization for 10,000 L.F. pile job, add",,3300.0,0.019,,,1.15,0.64,1.79,2.45
31 62 13.23,Prestressed Concrete Piles,4800,"25,000 L.F. pile job, add",,8500.0,0.008,,,0.45,0.25,0.7,95.0
31 62 16.13,Steel Piles,10,STEEL PILES,,,,,,,,,
31 62 16.13,Steel Piles,100,"Step tapered, round, concrete filled",,,,,,,,,
31 62 16.13,Steel Piles,110,"8"" tip, 12"" butt, 60 ton capacity, 30' depth",B-19,760.0,0.084,V.L.F.,17.0522,4.99,2.77,24.81,29.5
31 62 16.13,Steel Piles,120,60' depth with extension,,740.0,0.086,,36.5,5.1,2.84,44.44,51.0
31 62 16.13,Steel Piles,130,80' depth with extensions,,700.0,0.091,,56.5,5.4,3.0,64.9,73.5
31 62 16.13,Steel Piles,250,"""H"" Sections, 50' long, HP8 x 36",,640.1,,,17.05,5.9,3.29,26.24,31.5
31 62 16.13,Steel Piles,400,HP10 x 42,,610.105,,,20.0,6.2,3.45,29.65,35.0
31 62 16.13,Steel Piles,500,HP10 x 57,,610.0,0.105,,26.0,6.2,3.45,35.65,41.5
31 62 16.13,Steel Piles,700,HP12 x 53,,590.0,0.108,,,6.4,3.56,36.96,43.5
31 62 16.13,Steel Piles,800,HP12 x 74,B-19A,590.0,0.108,V.L.F.,33.0,6.4,5.1,44.5,52.0
